Unnamed: 0,user_id,user_name,user_description,tweet_id,content,quotedTweet_id,mentionedUsers,#quote,#retweet,#reply,#like
163,1312895255633567744,ClimateAd,Producing and promoting content to spur climate action. Because we need a billion climate activists.,1517626438865858562,"“What can I do about #climatechange?” 

Here’s @ClimateHuman’s answer. #ScientistRebellion #EarthDay https://t.co/kiNKJa5hHa",0,"[User(username='ClimateHuman', id=881615056437297152, displayname='Peter Kalmus', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",5,101,10,240
504,66780587,awscloud,"Amazon Web Services (#AWS). For support, please visit @AWSSupport.",1517595603882188805,"Make every day #EarthDay. ☁️🌎🌱 

At #AWS, we help our customers meaningfully reduce carbon emissions by demonstrating how intelligent systems can help build more sustainable infrastructure. 💡 #ClimateChange https://t.co/0U0mbYiVTt",1513959746881077249,,4,68,27,361
520,21308602,cartoonnetwork,The official Twitter account for Cartoon Network.,1517594704875040769,"Trees do so much for our Earth home, see how YOU can ReDraw Your World to help them! 🌎🌲🌳🌱💖☀️ More Climate Champions Challenges coming this summer!

#CartoonNetwork #ClimateChampions #ReDrawYourWorld #EarthDay #EarthDay2022 #ClimateChange #trees #arborday https://t.co/wwgW0Fq3bE",0,,1,58,3,201
580,21308602,cartoonnetwork,The official Twitter account for Cartoon Network.,1517591177624752130,"Our trees are so magical! 🌎🌲🌳🌱💖☀️ Stay tuned for more Climate Champions videos this month!

#CartoonNetwork #ClimateChampions #ReDrawYourWorld #EarthDay #EarthDay2022 #ClimateChange #trees #arborday https://t.co/Pk0yLmVvmx",0,,2,47,8,230
1024,66780587,awscloud,"Amazon Web Services (#AWS). For support, please visit @AWSSupport.",1517565721932410880,"Celebrating #EarthDay means celebrating successes like these. ☁️🌎💚️

See how four innovative companies use the cloud to fight #ClimateChange in the #AWS original docu-series “Climate Next.” ➡️ https://t.co/NOM6FTEIQT https://t.co/HNKFuENaCw",0,,4,60,8,535
1047,2293415520,theNASciences,"Society of distinguished scientists. Provides independent, objective advice to the U.S. on science & tech. Meetings, symposia, & @PNASNews. Pres @marcia4science",1517564449506443264,"Nearly 23 years after his landmark article containing the “hockey stick graph"" of rising average annual temperature of the Northern Hemisphere, @MichaelEMann reflects on his career as an atmosphere scientist studying #climatechange in @PNASNews: https://t.co/kh8Wpuw1c0 https://t.co/lTvNUrB1lU",0,"[User(username='MichaelEMann', id=384923143, displayname='Prof Michael E. Mann', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='PNASNews', id=258847118, displayname='PNASNews', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",22,38,66,81
1192,723082700991676416,76Shadabkhan,Pro-cricketer: ODI/T20I VC for @TheRealPCB. Captain of @isbunited. Bowling googlies for a living. queries @insignia_sports. #PakistanZindabad,1517558431514828801,"This Ramzan lets take a pledge to help our planet in our own little capacity. Lets use plastic as little as possible, lets try to preserve our environment and make our planet a safer and better place for our future generations. #ClimateChange #responsibility",0,,9,201,55,3662
1309,1170216594414243840,FFFinBD,"National Fridays For Future Twitter | Grassroots movement |

#FridaysForFuture #FightClimateInjustice",1517551817592553472,"Remember that women and girls are hit the hardest by the effects of #climatechange but they are also central to achieving #climatejustice!
#EarthDay #InvestInOurPlanet #FridaysForFuture @NayokaMartinez https://t.co/Mkka94PV5H",0,"[User(username='NayokaMartinez', id=3000978330, displayname='Nayoka Martinez Bäckström', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2,77,5,240
2375,900669223122472960,AndersonAfDMdEP,fachpolitische Sprecherin der ID-Fraktion im #EUParlament für Frauenrechte sowie Kultur und Bildung als Koordinatorin in den Ausschüssen FEMM & CULT,1517517833231470592,🇬🇧|The #EU and the German government are tinkering with a #Bitcoin ban. #Sweden first called for it because of #climatechange concerns. Cryptocurrencies stand for #freedom. What those named want to entrench is extensive dependency.  #ID https://t.co/aCS696imQh,0,,9,61,14,150
2622,19168238,mwheatland,An internationally chartered engineer🏗️ turned business manager who is passionate about sustainability ♻ and clean energy🔋. He/Him. DOB 340ppm CO2,1517508879210278913,"It's #EarthDay today, and it's worth taking the time to think about how you can invest in our planet, Act Boldly, Innovate Broadly and Implement Equitably.
Happy Earth day 2022.
#ClimateCrisis #GlobalWarming #climatechange @algore @BillGates @elonmusk #sustainability https://t.co/3jtD1KeDxp",0,"[User(username='algore', id=17220934, displayname='Al Gore', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='BillGates', id=50393960, displayname='Bill Gates', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='elonmusk', id=44196397, displayname='Elon Musk', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",3,61,12,215
3301,20646711,UNESCO,"Building peace where it starts - in the minds of men & women.
Official Twitter account of UNESCO.

#Education #Sciences #Culture #Communication #Information",1517488497652862976,"You can replace your car. 
You can replace your shirt. 
You can replace your phone.
You cannot replace your Planet.

⚡️#EarthDay reminder: #ClimateChange is real &amp; the time to #RestoreOurEarth is now. https://t.co/Om6bSzissK",0,,9,166,18,350
3381,1191682125222858752,CtxRebellion,Extinction Rebellion Cape Town (XR CT) uses non-violent civil disobedience in the struggle for climate justice. Join us: extinctionrebellion.org.za/join,1517486595133345794,"South Africans suffer more than the global average from #globalheating consequences like droughts &amp; floods, yet, on average, only every 4th South African knows what #climatechange is. We call on media &amp; government to tell the truth and increase #climateLiteracy.
#EarthDay2022 https://t.co/ABQ8HlODFn",0,,1,67,3,132
3585,3171668783,OffGuardian0,Because facts really SHOULD be sacred. Our editors - @catte_black & @kit_knightly,1517478217514471424,"There it is, #Italy the first country to introduce energy rationing ""in response to #Ukraine"".

Just wait, in a couple of months we'll be told how good this was for the #environment &amp; then comes the talk of rationing energy to end #climatechange

https://t.co/vOJy2SZcmn",0,,7,82,10,147
3892,1176824898729250816,HUAWEI_TECH4ALL,"Leaving no one behind in the fully connected, intelligent world.",1517466134211039232,#ClimateChange is one of the biggest threats facing  humanity &amp; our home. #Huawei Rotating Chairman @KenHu_Huawei explores how technology is fighting back for the planet. https://t.co/jZeVqLFDan #TECH4ALL #Tech4Nature #EarthDay https://t.co/q6se7ycloi,0,"[User(username='KenHu_Huawei', id=810574701223235584, displayname='Ken HU', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",23,34,10,501
4023,20646711,UNESCO,"Building peace where it starts - in the minds of men & women.
Official Twitter account of UNESCO.

#Education #Sciences #Culture #Communication #Information",1517459548809969665,"On this #EarthDay, a stark reminder that we face the existential threats of both #ClimateChange &amp; biodiversity loss.

We need to implement real actions if we want a chance to save our planet!

Read Goodall’s interview in the @UNESCO's #WorldHeritage issue: https://t.co/GvCGVyJkFz https://t.co/NN2xzs98Ta",0,"[User(username='UNESCO', id=20646711, displayname='UNESCO 🏛️ #Education #Sciences #Culture 🇺🇳😷', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",2,60,5,144
4028,408254056,ArtofLiving,"Fostering well-being development, global peace through programs and social initiatives in 156 countries. #40YearsofAOL #istandforpeace",1517459369310359553,"Our ancients have always honoured nature and respected the environment. It is now more imperative than ever that we #RestoreOurEarth

Gurudev @SriSri Ravi Shankar 

On #earthday🌎  we celebrate the 
One Acre, One Millionaire project

#saveourplanet #climatechange #environment https://t.co/ruPgRGEEvp",0,"[User(username='SriSri', id=61126132, displayname='Gurudev Sri Sri Ravi Shankar', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",5,95,4,184
4760,790078801,griffiths_huw,marine biologist with an interest in cold places and the deep sea! Antarctic and Arctic biodiversity & biogeography with @BAS_News! 🏳️‍🌈🏴󠁧󠁢󠁷󠁬󠁳󠁿He/Him,1517428918369898496,"On #EarthDay just gentle reminder that what happens at the poles affects us all (#weather, #climate, #ocean currents, #food) &amp; what we do impacts the #Arctic &amp; #Antarctic (#ClimateChange, #OceanAcidification, #biodiversity loss/exploitation, melting, #ozone depletion...) https://t.co/tCgAM8P8mJ",0,,5,67,1,221
5153,17463923,UNFCCC,"Official twitter account of UN Climate Change. Also in Spanish @CMNUCC, French @CCNUCC and Russian @RKIKOON. Our head: @PEspinosaC.",1517412434788683778,"#ClimateChange is the defining challenge of our time. 

If we are to 

🌍 halve emissions by 2030, 
🌍 reach the goals of the #ParisAgreement, 
🌍 and create a healthier future

we need every day to become #EarthDay. https://t.co/EzGzBES6ao",0,,32,218,26,405
5182,978604706,CopernicusEU,The European Union Earth Observation Programme,1517411506153000960,"#Earthday2022🌍

#Copernicus #OpenData help monitor the consequences of #ClimateChange on #Biodiversity

#DYK that #AirPollution makes it harder for pollinators🐝to find plants🌻❓

⬇️Tropospheric concentration of NO₂ for Dec. 2021 in Northern Italy as measured by #Sentinel5P https://t.co/dKkePiIkEx",0,,14,73,4,171
5268,19396413,WoodlandTrust,"The UK's largest woodland conservation charity🌳

We respond to enquiries Monday - Friday, 9am - 5pm🕔",1517406633684525057,"🧵It's #EarthDay! 

We have five simple ways that you can celebrate #EarthDay2022 and take action against #ClimateChange today👇 https://t.co/Zch5f5M7x6",0,,6,83,2,222
5452,4119914644,mbachelet,@UNHumanRights Chief / Alta Comisionada de las ONU para los Derechos Humanos. Expresidenta de Chile. #StandUp4HumanRights,1517397851164323840,"What if on this International #MotherEarthDay🌿 we decided to talk less &amp; act more?

Let’s unite to give back to our planet🌍 &amp; use #HumanRights to fight #ClimateChange, reduce pollution &amp; halt biodiversity loss.",0,,8,82,44,241
5708,741200766451523584,Sci_Ani,Science Animated - #SciAni brings your #research to life through #animation.,1517382693943660544,"Happy #EarthDay2022 🌍@earthday

Green alternatives to fossil fuels to help stop #ClimateChange
Dr Liz Jenkinson is providing the answer to the question: is there an alternative to #fossilfuels? 

Her work says yes!

#InvestInOurPlanet, #TakeAction now:

https://t.co/LvotlD8WlB",0,"[User(username='EarthDay', id=23369246, displayname='EARTHDAY.ORG', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",0,9,1,297
6201,857244014755536897,BiswajitThongam,"Minister for Power, Forest,Environment and Climate Change, Agriculture, Science & Technology, Government of Manipur.",1517333155832745984,"The healthier our ecosystems are, the healthier the planet &amp; its people!

Restoring our damaged ecosystems will help to end poverty &amp; combat #ClimateChange.

This #EarthDay2022, let us collectively work towards a better and greener tomorrow.

#EarthDay #LetTheEarthBreath https://t.co/fs2ufkdNlp",0,,2,402,12,451
6311,3189885294,KambojAnanya,Represented India as a Young Ambassador at the @f4fprogramme. Founder @SportsToLead #Author | #FridaysForFuture | #SDGs | #SocialImpact | #Leadership.,1517310168857411584,"The theme for #EarthDay2022 is #InvestInOurPlanet. The healthier our ecosystems are, the healthier the planet, &amp; its people. Restoring our damaged ecosystems will help to end poverty, combat #climatechange &amp; prevent mass extinction. We can all play a part! 

#sustainability #SDGs https://t.co/pcdSWIpMJO",0,,17,232,22,642
6368,66935683,UNICEFIndia,"Since 1949, UNICEF has worked side-by-side with India to save children’s lives, defend their rights, and help them fulfill their potential. #ForEveryChild",1517299647412285440,"Today, 1 billion of the world’s most vulnerable children are at risk because of #ClimateChange. 
 
Tomorrow, if the world fails to act, it will be all children. 
 
#EarthDay 

#ActNow #ClimateAction https://t.co/31C7qWkcvf",0,,6,44,7,143
7128,421274906,lizbonnin,"Science, Natural History & Environmental broadcaster. President, The Wildlife Trusts. Working to place the natural world firmly at the heart of how we live.",1517180454830489605,"This Sunday at 7pm, @BBCOne 
The start of a seven year project tracking how the natural world is changing, as it bows under the pressures of the modern world, and following the work of the astounding humans fighting to save it.
#OurChangingPlanet
#ClimateChange
#InThisTogether https://t.co/NJR6TxNna9",0,"[User(username='BBCOne', id=871686942, displayname='BBC One', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",15,80,17,348
7191,23369246,EarthDay,"It's not a day — it's a movement.  

Earth Day Every Day",1517174080105033729,"You can fight climate change with diet change.🥊 

Did you know that 80 % of green house gasses are associated with livestock production? Learn more about plant based diets and the connection between our food systems and #ClimateChange🌱  here: https://t.co/ENNvEip8sh
@VegFund https://t.co/OwRbqF7zpO",0,"[User(username='VegFund', id=32985433, displayname='VegFund', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",43,63,90,119
7389,276713213,s_guilbeault,Député libéral Laurier-Sainte-Marie | Ministre de l’Environnement et du Changement Climatique / Minister of Environment and Climate Change | Fier Papa | Il/lui,1517155440324272128,Protecting nature is critical to the fight against #climatechange and to the health of our communities. That’s why we’re committed to protecting 25% of our lands and waters by 2025.,0,,40,25,309,137
8019,116579971,GadSaad,"Professor, Evolutionary Behavioral Scientist, Author. Opinions are mine alone. Retweets do not necessarily imply an endorsement.",1517082863476240384,I’m about to topple all of these statues in support of CRT. #BLM #ThereAre872Genders #ClimateChange #TofuBrigade #PronounTaliban https://t.co/whj2LwQjMd,0,,0,15,21,296
8106,192942213,IPCC_CH,The Intergovernmental Panel on Climate Change #IPCC is the leading world body for the assessment of #climatechange. RT ≠ endorsement 🌍 👩🏿‍🔬👨🏾‍🔬,1517073157458300928,"#EarthDay is tomorrow!

The #IPCC #ClimateReport, released a couple of weeks ago, shows that to limit warming to around 1.5°C (2.7°F) requires global #GreenhouseGasEmissions to peak before 2025 &amp; be halved by 2030.

Mitigation of #ClimateChange ➡️ https://t.co/mIdBKgMZcu https://t.co/i6tb2irv5s",0,,56,433,33,779
8261,191889667,Nkanyyso,Journalist | Podcaster @conference_pod | Father | Soccer,1517050045702488065,Snow in Nkayi this morning. As seen in Mbuma Mission hospital and in Mthoniselwa Village. #ClimateChange is real!!! https://t.co/uv8qJFKqsz,0,,9,81,44,306
8402,1172400231100506112,Tamizhachi_Offl,"Microbiologist l Activist l Environmentalist
Join #VidhaiVidhaipom +919025782604
                         வனம் செய்ய விரும்பு 🌱",1517019177365635073,Can you suggest how to overcome this issue or how can we contribute for climate action through simple steps ! #ClimateChange #LetTheEarthBreathe https://t.co/S6Eo7lkTh9,0,,4,41,34,299
9379,714996735,zartajgulwazir,"🇵🇰 Former Minister of State for Climate Change, Govt of Pakistan | PTI ex-MNA, #NA191 DG Khan | Member, PTI Core Committee Member | Central Deputy Info Sec.",1516803131383947266,"Answered queries last year in #Senate.

⏩️ Inarguably, more was achieved in the first 2 years for focused #ClimateChange domain in 🇵🇰 under our #PTI Govt than got done in the earlier 70 years combined by others.

1/n
#امپورٹڈ_حکومت_نامنظور
 https://t.co/C0OQ991Kp3",0,,76,2478,221,4510
9389,714996735,zartajgulwazir,"🇵🇰 Former Minister of State for Climate Change, Govt of Pakistan | PTI ex-MNA, #NA191 DG Khan | Member, PTI Core Committee Member | Central Deputy Info Sec.",1516801764523188234,"In Senate briefing last year, I already put the record straight about #PTI Govt's multiple #ClimateChange initiatives. One cannot blame PPP for ignorance as under #PPP Govts, nothing got delivered on CC but criminal indifference.

#امپورٹڈ_حکومت_نامنظور

 https://t.co/34MrNNOaTc",0,,32,1040,80,1470
9711,890897569387347969,LBGAmbNorth,@LBGplc & Deputy Chair @CBINorth East Tweets about: #NetZero #BusinessGrowth #Housing #diversity #inclusion For help: @LloydsBank; @BankofScotland; @HalifaxBank,1516767921464352776,I’m pleased to see growing focus on education around #ClimateChange for young people. Let’s continue to look for ways to speed and scale up the national #GreenTransition by making this kind of information accessible for individuals and communities https://t.co/DQLn6TJJvz,0,,14,89,74,387
9968,816592081200279552,RARohde,"Lead Scientist @BerkeleyEarth.  Physics PhD, data nerd, and cancer survivor.  Usually focused on climate change, fossil fuels, and air quality issues.",1516732801164488706,"Animation showing the strong correlation between recent increases in carbon dioxide and changes in global mean temperature, as well as projected future changes.

#GlobalWarming #ClimateChange https://t.co/X1y4JE3LWG",0,,26,167,7,327
10329,23638544,IUCN,"For over 70 years, IUCN has provided organisations with knowledge and resources needed to address environmental challenges and achieve sustainable development.",1516679494869864452,"🌲The world’s forests absorb 2.4 billion tonnes of carbon dioxide a year meaning reversing the effects of #deforestation is essential in the fight against #ClimateChange.

https://t.co/CVdw36tJwE @IUCN_forests https://t.co/CgJ7UkKbT1",0,"[User(username='IUCN_forests', id=138360455, displayname='IUCN Forests', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",9,98,8,160
10377,301326338,KathyConWom,"Editor of TCW, the reliable alternative to the biased #MSM. Committed to social conservatism. Find all our articles tweeted out here: @TheConWom",1516666344661475328,"“If one tells me that he believes in climate change, then proceeds to drive off in an SUV or purchase a home on the ocean or fly in a private plane, then I don’t believe that he believes in #climatechange.”",0,,2,60,16,293
10407,1371881558278172674,sujithreddy05,"🇮🇳
prabhas❤️💥csk💛💥
All the problems are stuck between mind and matter if you don't mind it doesn't matter...",1516657393505288194,"#Prabhas participated in the #GreenIndiaChallenge they r going thank him by presenting the ""Vanamali Badge of Honour"" for his contribution towards a greener tomorrow...
@MPsantoshtrs
#HaraHaiTohBharaHai #Nature #Environment #ClimateChange #GlobalWarming #Prabhas𓃵 #Darling https://t.co/6Gsrmi07J2",0,"[User(username='MPsantoshtrs', id=807049065200500737, displayname='Santosh Kumar J', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",0,55,2,189
10755,74720323,EIB,"As the EU bank, we provide finance and expertise for sustainable investment projects that make a strong impact on people’s lives in Europe and beyond.",1516537127646941187,"🚎As the #EUClimateBank, we invest in the transition towards low-carbon mobility. In 2020, we have invested over €8.1bn in #ClimateChange mitigation in transport.
📽️#Watch the new episode of our #development series➡https://t.co/h48rRShLJt

#IMFMeetings #WBMeetings https://t.co/fjXkVBVjil",0,,4,36,13,305
10812,4719757718,quakes99,"Retired Earth Sciences Researcher, Professor, Analyst, Writer, Trekker and Explorer. 🥾🌎  Invested now in the new #Uranium Bull Market. ⚛️⛏️  🤠🐂",1516520274727882754,"Yee-Haw!🤠🐂 Biden today launched a $6B Civil Nuclear Credit program to save US #Nuclear power plants at risk of closing, citing nuclear as #CarbonFree #energy that helps to combat #ClimateChange.🌞⚛️ Certification/bidding process now open.🚪 #Uranium 🇺🇸💥 https://t.co/yfMAh0ZRLH",0,,5,76,7,340
11149,1534211360,markabelan,all i wanna do is make science cool with art; scientific graphics journalist + visual communications specialist @visualcap; founder of @artscistudios | 🇭🇷🇨🇦,1516462767733194754,Visualizing the Accumulation of Human-Made Mass on Earth 🏗️🪵🔧🗑️🛢️ #infographic #science #datavisualization #climatechange #steel #concrete #plastic #earth #anthropogenicclimatechange #biomass #data #metal #ClimateCrisis https://t.co/qoqhONKA9g,0,,9,139,8,479
11289,15088481,MikeHudema,"#Climate Campaigner focusing on addressing the #climatecrisis, building #greenjobs & a #GreenNewDeal. Let's join together and change the world!",1516442509647429635,"The countries at the top want you to think the countries at the bottom are to blame for #climatechange. 

Canada’s historic emissions per person are almost *30 times* those of India. Time for #ClimateJustice. #ActOnClimate

#ClimateEmergency #ClimateAction #climate #cdnpoli https://t.co/FeL3O4LdZY",0,,20,294,24,447
11395,27045167,KaraJarina,#Influencer #Model #Actress #sculptor #Activist #Feminist #ClimateCrisis #AnimalRights #FreeSpeech. PA @ElektraMadrigan  CEO voiceboxlive.net.  Views my own.,1516431010740772871,"ExxonMobil; the world’s largest and most powerful oil company, knew everything there was to know about #ClimateChange by the mid 1980s. However they spent the next few decades systematically funding #ClimateDenial and lying about the facts behind the science. #ClimateCrisis https://t.co/X47ZglbYoW",0,,17,249,47,348
11550,49312457,aminattock,"B.Sc (Eng) / MBA (McGill) / M.Sc (Oxford Univ), Ex-Federal Minister Climate Change/Advisor to PM (Pakistan), Ex- VP - IUCN, VP-UNEP Bureau",1516410790919962632,#ClimateChange remains oblivious to political circumstances in #Pakistan - any reversal/slowdown in our globally acknowledged response measures such as #10BillionTreeTsunami will have not only ecological but social and economic consequences  https://t.co/ZQxy0IWsfW,0,,5,67,6,150
11695,958192618940252160,DanielTurnerPTF,"Founder & Executive Director of @PowerTheFuture | Advocating for American energy, exposing the socialist radical green political movement. Views are my own.",1516392109313597441,"For 8years Obama said #ClimateChange was gonna kill us. It didn’t.

Then Trump said “this is all a lie” and stopped the climate agenda. And we didn’t die again.

Biden is back with more climate lies. Difference is the people now know the truth.

Just like they do with #masks.",0,,1,87,13,451
11723,8687332,smagoon,"Author. NYTimes Bestselling illustrator of RESCUE & JESSICA: A LIFE-CHANGING FRIENDSHIP. Also SPOON. Creativity advocate. Nature advocate. Husband, Dad. Lefty.",1516387170994606088,"GIVEAWAY🚨 ALERT! Like, RT or follow for chance to WIN 1 of 3 signed hardcovers + 25 bookmarks. Global climate adventure+non-fiction backmatter+printed w/ soy inks on ♻️ paper = THE 🌎 Day graphic novel! Winners announced 4/22 🕙EST.🇺🇸 Only. 🍀! #giveaway #earthday #climatechange https://t.co/GvBfnenxnO",0,,8,109,10,129
11781,122706519,Wangchuk66,"Engineer turned education reformer.   Like to learn n play with fire, ice, sun, earth ...",1516378690258862084,"#TimeToAct IS NOW !
To highlight the urgency of #ClimateAction, our team of 23 young cyclists wl collect a block of ice from Khardungla glacier &amp; then use public transport n EVs to deliver it to HH the @DalaiLama on #EarthDay 
#climatechange @Dialogue4F #EarthDay #ClimateCrisis https://t.co/lYkmptOZEl",0,"[User(username='DalaiLama', id=20609518, displayname='Dalai Lama', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Dialogue4F', id=1488137362676793344, displayname='Dialogue for Our Future: A Call to Climate Action', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",13,108,14,989
12612,794815,alvinfoo,"Venture Partner, @chainvalleycap | Co-Founder, @VenturesDao | Advisor, @nasdex_xyz | ex-Googler, Nokia, Omnicom, Interpublic | #Blockchain | #Web3 | #SDGs",1516174741626793989,"Awesome art to remind us about #globalwarming
#ClimateChange #Sustainability #SDG https://t.co/wIOgw6TLIL",0,,31,373,15,933
12743,1429514676648480781,_GlobalCrisis_,#GlobalCrisis International online event organized by volunteers from 180 countries at #CreativeSociety platform. 100 languages of translation. #ClimateCrisis,1516147035292024841,"📍 JOIN SCIENTIFIC COMMUNITY 📍
#CreativeSociety volunteers organized an independent platform for #scientists, #researchers and #experts in order to #unite humanity's scientific potential with a single goal of finding the true causes of #climatechange:
▶️https://t.co/cAGIYnfKH0 https://t.co/967I6gqjXT",0,,26,105,38,199
12836,1405277131094036480,DanielaSDGs,"#ClimateAction, Sustainability #SDGs Activist #Youth empowerment •@WSISprocess Youth Campaigner
•I believe that each one of us has the power to change the world",1516126535325003786,"To slow #climatechange and adapt to the damage already underway, the world will have to shift how it generates and uses energy, transports people and goods, designs buildings and grows food. That starts with embracing innovation and #transformation 

#ClimateCrisis #SDGs #ESG https://t.co/Wej7U4sJeU",0,,5,69,12,134
13183,1191799251757604867,Ksareen30,"M.A. in International Commerce & Policy.
Hatha & Kriya Yoga Practitioner.
Join Me in Creating the Worlds Largest Movement - @Cpsavesoil. 
consciousplanet.org",1516072261924663307,Did you know? #SaveSoil #ClimateChange #GlobalWarming https://t.co/llsM9eB2Sf,0,,29,158,4,327
13411,20646711,UNESCO,"Building peace where it starts - in the minds of men & women.
Official Twitter account of UNESCO.

#Education #Sciences #Culture #Communication #Information",1516038931967586313,"Today is International Day for Monuments &amp; Sites!

#DYK that @UNESCO World Heritage #forests 🌲 are vital to fighting #ClimateChange?

Yet our report shows that 10 #WorldHeritage Forest sites are emitting more carbon than absorbing it ➡️ https://t.co/oa3yz11gfV https://t.co/UMNu17P2S7",0,"[User(username='UNESCO', id=20646711, displayname='UNESCO 🏛️ #Education #Sciences #Culture 🇺🇳😷', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",0,60,4,151
13428,1169901198180139008,ScientistsX,"Scientists for #ExtinctionRebellion Scientists must rise up to prevent the planetary climate, biodiversity and ecological crisis. Are you a scientist? JOIN US!",1516036644549365761,"“It’s too difficult”

“Others need to act first”

“What about fossil fuel jobs?”

“Let’s wait for new tech”

“Let’s just discuss this a bit more”

Climate delayism aims to slow down or indefinitely suspend #ClimateChange actions. Less obvious than denial, it is equally dangerous https://t.co/pDGkMg8dD0",0,,24,611,31,1626
